"S.No.","Site ID","Site Name","State/Circle","H1","H2","ID","IMEI No","Mobile No","I&C Date","Battery","Battery (V)","Temp","Signal (dBm)","Last Communication","Aging"
112,"ST-MUM-OD-0128","Faisal Shop","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0128","861919084335792","5754111158366","2025-09-20","0, 0, 0, 0","53.50","0","51","2026-04-21 15:54:37","2 Minutes Ago"
113,"ST_MUM_HPSC_0103","Padwal Building","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0103","861919084340321","5754111158284","2025-09-19","0, 0, 0, 0","53.14","0","65","2026-04-21 15:55:31","1 Minutes Ago"
114,"ST_MUM_HPSC_0046","Vinod Home","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0046","861919081952813","5754111158343","2025-09-18","0, 0, 0, 0","53.35","0","51","2026-04-21 15:52:35","4 Minutes Ago"
115,"ST-GUJ-MACRO-014","Daman Rohit Bhavan","Gujrat","Surat","Surat","ST-GUJ-MACRO-014","861919084336410","5754111158286","2025-09-11","0, 0, 0, 0","53.50","0","51","2026-04-21 15:52:34","4 Minutes Ago"
116,"ST_MUM_HPSC_0095","Naeem Shaikh House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0095","861919084335008","5754111158375","2025-09-20","0, 0, 0, 0","52.57","0","71","2026-04-21 15:56:58","-17 Seconds Ago"
117,"ST-GUJ-MACRO-003","Kashi Nagar","Gujrat","Surat","Surat","ST-GUJ-MACRO-003","861919084335958","5754111158291","2025-09-09","0, 0, 0, 0","53.14","0","51","2026-04-21 15:54:08","2 Minutes Ago"
118,"ST-DELHI-HPSC-002","HPSC_Jafarpur Kalan Village","Delhi","West Delhi","West Delhi","ST-DELHI-HPSC-002","861919084334936","5754111158342","2025-08-30","100AH, 0, 0, 0","53.14","0","51","2026-04-21 15:55:57","44 Seconds Ago"
119,"ST-KAR-MACRO-031","Narayan Swamy bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-031","861919084335263","5754111158671","2025-09-18","0, 0, 0, 0","51.42","0","51","2026-04-21 15:56:26","15 Seconds Ago"
120,"ST_MUM_HPSC_0040","Rajik House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0040","861919084339562","5754111158735","2025-09-30","0, 0, 0, 0","53.21","0","51","2026-04-21 15:54:00","2 Minutes Ago"
121,"ST_MUM_HPSC_0053","Laljee Morya","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0053","861919084334258","5754111158355","2025-09-16","0, 0, 0, 0","53.14","0","51","2026-04-21 15:57:18","-37 Seconds Ago"
122,"ST-MUM-OD-0135","AKANSHA RESIDENCY","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0135","861919084338911","5754111158287","2025-09-19","0, 0, 0, 0","52.71","0","51","2026-04-21 15:53:39","3 Minutes Ago"
123,"ST_MUM_HPSC_0094","BABURAO HOUSE ","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0094","861919084333771","5754111158292","2025-09-21","0, 0, 0, 0","53.21","0","57","2026-04-21 15:53:43","2 Minutes Ago"
124,"ST_MUM_HPSC_0032","Mohammad shah","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0032","861919084334712","5754111158371","2025-09-20","0, 0, 0, 0","52.78","0","65","2026-04-21 15:53:52","2 Minutes Ago"
125,"ST-GUJ-MACRO-009","Mansarovar","Gujrat","Surat","Surat","ST-GUJ-MACRO-009","861919084340263","5754111158317","2025-09-09","0, 0, 0, 0","52.92","0","51","2026-04-21 15:55:11","1 Minutes Ago"
126,"ST_MUM_SC_0001","Sushil Rai House","Mumbai","Mumbai","MUMBAI","ST-MUM-SC-0001","861919084334530","5754111158289","2025-09-19","0, 0, 0, 0","51.71","0","71","2026-04-21 15:55:47","54 Seconds Ago"
127,"ST_MUM_HPSC_0043","Zulfekhar Ahmad Siddique","Mumbai","Mumbai","MUMBAI","ST-MUM-HPSC-0043","861919084338937","5754111158747","2025-09-19","0, 0, 0, 0","52.00","0","51","2026-04-21 15:54:07","2 Minutes Ago"
128,"ST-MUM-OD-0434","Akbar Shaikh House","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0434","861919084335602","5754111158742","2025-09-20","0, 0, 0, 0","53.57","0","51","2026-04-21 15:53:42","2 Minutes Ago"
129,"ST_MUM_HPSC_0091","Rafiq House Alternet of Janab House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0091","861919084336147","5754111158768","2025-09-21","0, 0, 0, 0","49.50","0","51","2026-04-21 15:54:13","2 Minutes Ago"
130,"ST-KAR-HPSC-005","Ramya house","Karnataka","Bangalore","Bangalore","ST-KAR-HPSC-005","861919084335081","5754111158753","2025-09-20","0, 0, 0, 0","53.64","0","51","2026-04-21 15:53:14","3 Minutes Ago"
131,"ST_MUM_HPSC_0042","Ramchandra Apartment","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0042","861919084340461","5754111158749","2025-09-16","0, 0, 0, 0","60.92","0","75","2026-04-21 15:53:11","3 Minutes Ago"
132,"ST_MUM_HPSC_0096","Dr.Revandkar ","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0096","861919084335859","5754111158300","2025-09-21","0, 0, 0, 0","52.35","0","51","2026-04-21 15:53:57","2 Minutes Ago"
133,"ST_MUM_HPSC_0068","SACHIN JUICE CENTRE","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0068","861919084336378","5754111158767","2025-09-25","0, 0, 0, 0","54.14","0","51","2026-04-21 15:54:08","2 Minutes Ago"
134,"ST_MUM_HPSC_0049","Sayyad House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0049","861919084335776","5754111158732","2025-09-20","0, 0, 0, 0","53.42","0","51","2026-04-21 15:56:42","-1 Seconds Ago"
135,"ST-MUM-OD-0181","Sai Leela","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0181","861919084334506","5754111439292","2025-09-16","0, 0, 0, 0","51.57","0","81","2026-04-21 15:56:11","30 Seconds Ago"
136,"ST_MUM_HPSC_0074","Jaynal Abding Gazi House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0074","861919084334753","5754111158341","2025-10-06","0, 0, 0, 0","53.28","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
137,"ST-DELHI-HPSC-083","HPSC_ChhapraulaDadri_1","Delhi","Noida","Noida","ST-DELHI-HPSC-083","866082076649285","5754111158673","2025-09-16","100Ah, 0, 0, 0","53.00","0","51","2026-04-21 15:57:30","-49 Seconds Ago"
138,"STPL-KA-BGLR-OD-032","N1 MTP Balsa","Karnataka","Bangalore","Bangalore","STPL-KA-BGLR-OD-032","866082076631077","5754111158587","2025-09-28","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
139,"ST-MUM-OD-0131","Bhopi Palace","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0131","861919084348951","5754111158580","2025-09-16","0, 0, 0, 0","52.92","0","51","2026-04-21 15:56:59","-18 Seconds Ago"
140,"ST_MUM_HPSC_0088","Ratnesh Singh Home","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0088","861919084347821","5754110965380","2025-09-17","0, 0, 0, 0","53.57","0","51","2026-04-21 15:56:51","-10 Seconds Ago"
141,"ST-MUM-OD-0138","Kanchan CHSL","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0138","861919084350429","5754110158203","2025-09-19","0, 0, 0, 0","51.85","0","51","2026-04-21 15:55:04","1 Minutes Ago"
142,"ST_MUM_HPSC_0010","Golden House","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0010","861919084371409","5754111158725","2025-09-20","0, 0, 0, 0","54.70","0","51","2026-04-21 15:54:33","2 Minutes Ago"
143,"ST-DELHI-HPSC-020","HPSC_Kapas Hera Extension_Kapas Hera_2","Delhi","Gurgaon","Gurgaon","ST-DELHI-HPSC-020","867950079196828","5754111158585","2025-10-14","100Ah, 0, 0, 0","0.00","0","51","2026-04-21 15:57:06","-25 Seconds Ago"
144,"ST-GUJ-MACRO-010","Prabhu Nagar","Gujrat","Surat","Surat","ST-GUJ-MACRO-010","861919084349090","5754111158746","2025-09-10","0, 0, 0, 0","53.42","0","51","2026-04-21 15:57:24","-43 Seconds Ago"
145,"ST-DELHI-HPSC-243","HPSC_ Noida SECTOR 8Dadri_1","Delhi","Noida","Noida","ST-DELHI-HPSC-243","866082076611046","5754111158373","2025-09-15","100AH, 0, 0, 0","574.36","0","51","2026-04-20 13:15:09","1 Days Ago"
146,"ST-DELHI-HPSC-238","HPSC_PalamNajafgarh_6","Delhi","Delhi","Delhi","ST-DELHI-HPSC-238","866082076611210","5754111158413","2025-10-17","100Ah, 0, 0,  0","54.00","0","57","2026-04-21 15:57:25","-44 Seconds Ago"
147,"STPL-MUM-OD-M020","Jayesh Gada Kattappa","Mumbai","Mumbai","MUMBAI","STPL-MUM-OD-M020","861919081953324","5754111158833","2025-08-30","0, 0, 0, 0","52.85","0","51","2026-04-21 15:56:52","-11 Seconds Ago"
148,"ST-MAH-OD-0014","Uttamnagar 2","Maharashtra","CH SAMBHAJI NAGAR","CH SAMBHAJI NAGAR","ST-MAH-OD-0014","861919082057877","5754110247409","2025-09-18","0, 0, 0, 0","0.78","0","51","2026-04-21 15:54:31","2 Minutes Ago"
149,"ST_MUM_HPSC_0076","RUDRASHAK KATE HOUSE","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0076","866082076609339","5754111158639","2025-09-23","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:43","-62 Seconds Ago"
150,"ST-KAR-MACRO-010","Muthu House","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-010","867950079198055","5754111158544","2025-09-20","0, 0, 0, 0","54.25","0","51","2026-04-21 15:57:06","-25 Seconds Ago"
151,"ST-UPE-HPSC-004","Chakeri Airport","UP East","Kanpur","Kanpur","ST-UPE-HPSC-004","866082076608968","5754111158553","2025-09-06","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
152,"ST-KAR-MACRO-027","Chikkanna Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-027","866082076646174","5754111158386","2025-09-25","0, 0, 0, 0","54.69","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
153,"ST-KOL-LMAC-016","Hazi Food Centre","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-016","866082076647479","5754111158411","2025-09-24","0, 0, 0, 0","54.50","0","51","2026-04-21 15:57:28","-47 Seconds Ago"
154,"ST-KOL-HPSC-006","Hindmotor","West Bengal","Kolkata","Kolkata","ST-KOL-HPSC-006","866082076649897","5754111158416","2025-09-14","0, 0, 0, 0","53.10","0","57","2026-04-21 15:57:51","-70 Seconds Ago"
155,"ST-DELHI-HPSC-038","HPSC_Bhondsi(168)Sohna_8","Delhi","Delhi","Delhi","ST-DELHI-HPSC-038","866082076650085","5754111171263","2025-10-16","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
156,"ST-KAR-MACRO-005","Sitbhairveshvara","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-005","866082076646141","5754111158561","2025-09-22","100AH, 100AH, 0, 0","54.16","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
157,"ST-KOL-LMAC-014","BAMUNDANGA RAJCHANDRAPUR","West Bengal","Kolkata","Kolkata","ST-KOL-LMAC-014","866082076647768","5754111158419","2025-09-15","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:06","-25 Seconds Ago"
158,"ST-UPE-HPSC-007","Mcrobetgunj","UP East","Kanpur","Kanpur","ST-UPE-HPSC-007","867950079195838","5754111158484","2025-09-07","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:44","-63 Seconds Ago"
159,"ST-KAR-HPSC-003","Uday Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-HPSC-003","867950079196836","5754111158403","2025-09-21","0, 0, 0, 0","54.00","0","51","2026-04-21 15:57:17","-36 Seconds Ago"
160,"ST-DELHI-HPSC-262","HPSC_GBD_Gharoli_Khora_Colony","Delhi","North Delhi","North Delhi","ST-DELHI-HPSC-262","866082076649947","5754111171269","2025-12-01","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
161,"ST-DELHI-HPSC-197","HPSC_GamriSeelam Pur_1","Delhi","Central Delhi","Delhi","ST-DELHI-HPSC-197","866082076630582","5754111158389","2025-09-21","100AH, 0, 0, 0","53.00","0","93","2026-04-21 15:57:38","-57 Seconds Ago"
162,"ST_MUM_HPSC_0056","Bhoir House 1","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0056","866082076646059","5754111158676","2025-09-24","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
163,"ST-KAR-MACRO-012","Nikhil Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-012","866082076630848","5754111158560","2025-09-23","0, 0, 0, 0","50.00","0","51","2026-04-21 15:57:41","-60 Seconds Ago"
164,"ST-DELHI-HPSC-042","HPSC_Bhondsi(168)Sohna_4","Delhi","Delhi","Delhi","ST-DELHI-HPSC-042","866082076610972","5754111158630","2025-09-29","100AH, 0, 0, 0","51.40","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
165,"ST-DELHI-HPSC-019","HPSC_Rampura Industrial Area_Tri Nagar","Delhi","Delhi","Delhi","ST-DELHI-HPSC-019","866082076631325","5754111158569","2025-10-13","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
166,"ST-UPE-HPSC-046","Durga Mandir Rd Madehgunj","UP East","Lucknow","Lucknow","ST-UPE-HPSC-046","866082076645994","5754111158541","2025-09-13","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
167,"ST-DELHI-HPSC-047","HPSC_Dhana(126) GGN_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-047","866082076610022","5754111158558","2025-10-18","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
168,"ST-DELHI-HPSC-090","HPSC_DMC(U) PartNarela_5","Delhi","Delhi","Delhi","ST-DELHI-HPSC-090","866082076630657","5754111158656","2025-10-15","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
169,"ST-UPE-HPSC-005","Juhi Lal Colony","UP East","Kanpur","Kanpur","ST-UPE-HPSC-005","866082076636472","5754111158543","2025-09-11","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
170,"ST-DELHI-HPSC-004","HPSC_Sector 10B_Sector 37","Delhi","Delhi","Gurgoan","ST-DELHI-HPSC-004","866082076637801","5754111158552","2025-11-10","100AH, 0, 0, 0","53.00","0","57","2026-04-21 15:57:13","-32 Seconds Ago"
171,"ST-KAR-HPSC-004","Murulesh Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-HPSC-004","866082076649962","5754111158597","2025-09-21","0, 0, 0, 0","54.00","0","51","2026-04-21 15:57:47","-66 Seconds Ago"
172,"ST_MUM_HPSC_0085","SHRI SARASWATI SADAN","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0085","866082076647644","5754111158401","2025-10-04","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:15","-34 Seconds Ago"
173,"ST-KAR-HPSC-011","Sunil Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-HPSC-011","866082076625210","5754111158404","2025-09-20","0, 0, 0, 0","54.00","0","57","2026-04-21 15:57:11","-30 Seconds Ago"
174,"ST-DELHI-HPSC-205","HPSC_SAGARPUR WESTNajafgarh_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-205","866082076650143","5754111158422","2025-10-15","100AH, 0, 0, 0","53.00","0","57","2026-04-21 15:57:25","-44 Seconds Ago"
175,"ST-DELHI-HPSC-229","HPSC_Sham Nagar_Vishnu Garden_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-229","866082076630608","5754111158650","2025-09-18","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:50","-69 Seconds Ago"
176,"ST_MUM_HPSC_0054","Darul Uloom Barkatiya Razaviya","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0054","866082076611855","5754111158318","2025-09-24","0, 0, 0, 0","0.00","0","113","2026-04-21 00:50:29","15 Hours Ago"
177,"ST-MICRO-NOIDA-004","GRND_SECTOR3_1","Delhi","Noida","Noida","ST-MICRO-NOIDA-004","867950079194377","5754111158653","2025-09-26","100Ah, 100Ah, 0, 0","54.16","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
178,"ST_MUM_HPSC_0110","Ganesh Jadhav","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0110","866082076649756","5754111158675","2025-09-22","0, 0, 0, 0","53.00","0","59","2026-04-21 15:57:49","-68 Seconds Ago"
179,"ST-GUJ-MACRO-001","AR Mall","Gujrat","Surat","Surat","ST-GUJ-MACRO-001","866082076650234","5754111158532","2025-09-10","0, 0, 0, 0","0.00","0","57","2026-04-21 15:57:27","-46 Seconds Ago"
180,"ST-UPE-HPSC-052","Bahera","UP East","Kanpur","Kanpur","ST-UPE-HPSC-052","866082076631127","5754111158549","2025-09-10","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:05","-24 Seconds Ago"
181,"ST_MUM_HPSC_0087","Salim Manzil","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0087","867950079195937","5754111328664","2025-09-26","0, 0, 0, 0","52.00","0","51","2026-04-21 15:57:46","-65 Seconds Ago"
182,"ST_MUM_HPSC_0083","MANOJ MOTIROA NIWAS","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0083","866082076647990","5754110249238","2025-09-25","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:42","-61 Seconds Ago"
183,"ST-UPE-HPSC-055","Naubasta","UP East","Kanpur","Kanpur","ST-UPE-HPSC-055","867950079195192","5754111158424","2025-09-12","0, 0, 0, 0","54.00","0","51","2026-04-21 15:57:14","-33 Seconds Ago"
184,"ST-KAR-MACRO-008","Murthy Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-008","867950079196083","5754111158660","2025-09-25","0, 0, 0, 0","54.20","0","51","2026-04-21 15:57:52","-71 Seconds Ago"
185,"ST_MUM_HPSC_0071","Mannan Colony","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0071","867950079196018","5754111171274","2025-09-24","0, 0, 0, 0","53.00","0","69","2026-04-21 15:57:32","-51 Seconds Ago"
186,"ST-DELHI-HPSC-273","HPSC_GZB_Agraula_Sector A 1","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-273","866082076630889","5754111171264","2026-02-27","100AH , 0, 0, 0","49.40","0","59","2026-04-21 15:57:40","-59 Seconds Ago"
187,"ST-MUM-OD-0432","Mussa Almas Gala","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0432","866082076647750","5754111158636","2025-09-25","0, 0, 0, 0","50.50","0","51","2026-04-21 15:57:31","-50 Seconds Ago"
188,"ST_MUM_HPSC_0064","Siddhivinayak Masala Store","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0064","866082076639690","5754111158644","2025-09-29","0, 0, 0, 0","0.00","0","59","2026-04-21 15:57:09","-28 Seconds Ago"
189,"ST-KAR-MACRO-028","Lakshmidevi Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-028","866082076608711","5754111158647","2025-09-20","0, 0, 0, 0","54.01","0","51","2026-04-21 15:57:12","-31 Seconds Ago"
190,"ST-KAR-MACRO-016","Suma Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-016","866082076630756","5754111158668","2025-09-24","100AH, 100AH, 0, 0","54.35","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
191,"ST_MUM_HPSC_051","Sadan Height","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_051","866082076645986","5754111158564","2025-09-24","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
192,"ST-DELHI-HPSC-265","HPSC_NOD_Sultanpur","Delhi","North Delhi","North Delhi","ST-DELHI-HPSC-265","866082076647685","5754111158536","2025-12-02","100AH , 0, 0, 0","49.60","0","57","2026-04-21 15:57:49","-68 Seconds Ago"
193,"ST_MUM_HPSC_0080","NARESH BHANDARI HOUSE","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0080","866082076649665","5754111158539","2025-10-01","0, 0, 0, 0","53.00","0","53","2026-04-21 15:57:10","-29 Seconds Ago"
194,"ST-DELHI-HPSC-267","HPSC_GBD_Gali_No-1_Khora_Colony","Delhi","North Delhi","North Delhi","ST-DELHI-HPSC-267","866082076628693","5754111171268","2025-12-01","100AH, 0, 0, 0","52.40","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
195,"STPL-DELHI-MACRO-007","Trilok Purii","Delhi","Delhi","Delhi","STPL-DELHI-MACRO-007","867950079198618","5754111171238","2025-10-08","100AH, 100AH","54.14","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
196,"ST_MUM_HPSC_0067","Vinod Panchal Industrial Estate","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0067","867950079198139","5754111158420","2025-09-26","0, 0, 0, 0","52.90","0","51","2026-04-21 15:57:14","-33 Seconds Ago"
197,"ST-DELHI-HPSC-190","HPSC_DMC U PartNarela_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-190","866082076647859","5754111158546","2025-10-15","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:36","-55 Seconds Ago"
198,"ST-KAR-MACRO-018","Shahsidhar Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-018","867950079198725","5754111158308","2025-09-24","0, 0, 0, 0","54.43","0","55","2026-04-21 15:57:50","-69 Seconds Ago"
199,"ST-DELHI-HPSC-081","HPSC_Ganesh Nagar","Delhi","Noida","Noida","ST-DELHI-HPSC-081","866082076650077","5754111158545","2025-09-16","100AH, 0, 0, 0","52.90","0","51","2026-04-21 15:57:33","-52 Seconds Ago"
200,"ST-DELHI-HPSC-182","HPSC_JAGJEET NAGARSeelam Pur_1","Delhi","Noida","Noida","ST-DELHI-HPSC-182","866082076608489","5754111158731","2025-09-24","100Ah, 0, 0, 0","53.00","0","51","2026-04-21 15:57:38","-57 Seconds Ago"
201,"ST-KAR-HPSC-002","Pandari Building","Karnataka","Bangalore","Bangalore","ST-KAR-HPSC-002","866082076631309","5754111158669","2025-09-25","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
202,"ST-DELHI-HPSC-213","HPSC_Kailash Nagar_Madhopura_1","Delhi","Ghaziabad","Ghaziabad","ST-DELHI-HPSC-213","866082076649244","5754111158628","2025-09-17","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
203,"ST-KAR-MACRO-004","Ananth Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-004","866082076650283","5754111158666","2025-09-23","0, 0, 0, 0","54.12","0","61","2026-04-21 15:57:09","-28 Seconds Ago"
204,"ST-DELHI-HPSC-005","HPSC_Sector 37B_Sector 37","Delhi","Delhi","Delhi","ST-DELHI-HPSC-005","867950079197800","5754111171228","2025-10-09","100AH, 0, 0, 0","0.00","0","51","2026-04-21 15:57:10","-29 Seconds Ago"
205,"ST_MUM_HPSC_0065","Panduranga Kadu Bunglow","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0065","867950079194625","5754111158632","2025-09-30","0, 0, 0, 0","0.00","0","87","2026-04-21 15:57:18","-37 Seconds Ago"
206,"ST-UPE-HPSC-025","The Grand JBR Hotel","UP East","Lucknow","Lucknow","ST-UPE-HPSC-025","866082076609032","5754111158637","2025-09-15","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:16","-35 Seconds Ago"
207,"ST-MUM-OD-0147","Om Dattatreya","Mumbai","Mumbai","MUMBAI","ST-MUM-OD-0147","866082076649236","5754111158665","2025-09-29","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
208,"STPL-KA-BGLR-OD-033","MTP-Silver Oak (E2)","Karnataka","Bangalore","Bangalore","STPL-KA-BGLR-OD-033","866082076609081","5754111158674","2025-09-26","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:07","-26 Seconds Ago"
209,"ST-KAR-MACRO-001","Gowda building","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-001","866082076639583","5754111158658","2025-09-17","0, 0, 0, 0","54.15","0","51","2026-04-21 15:57:47","-66 Seconds Ago"
210,"ST_MUM_HPSC_0082","HANUMAN THAKUR HOUSE","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0082","866082076625343","5754111158567","2025-09-27","0, 0, 0, 0","53.00","0","75","2026-04-21 15:57:26","-45 Seconds Ago"
211,"ST-KAR-MACRO-022","Murugeswari Bldg","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-022","867950079195226","5754111158661","2025-09-22","0, 0, 0, 0","0.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
212,"ST-DELHI-HPSC-226","HPSC_Zaildar Enclave_Hastsal_2","Delhi","Delhi","Delhi","ST-DELHI-HPSC-226","866082076609438","5754111171244","2025-09-29","100AH, 0, 0, 0","52.90","0","51","2026-04-21 15:57:13","-32 Seconds Ago"
213,"ST-KAR-MACRO-017","Ashamani Heights","Karnataka","Bangalore","Bangalore","ST-KAR-MACRO-017","866082076649905","5754111158445","2025-09-23","0, 0, 0, 0","56.70","0","51","2026-04-21 15:57:06","-25 Seconds Ago"
214,"ST-UPE-HPSC-003","Halet Hospital","UP East","Kanpur","Kanpur","ST-UPE-HPSC-003","866082076637629","5754111158537","2025-09-14","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
215,"ST_MUM_HPSC_0107","Aman Plaza","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0107","866082076647404","5754111158641","2025-09-23","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:11","-30 Seconds Ago"
216,"ST_MUM_HPSC_0106","Ganesh Vada pav Center","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0106","867950079196240","5754111158672","2025-09-27","0, 0, 0, 0","53.20","0","51","2026-04-21 15:57:41","-60 Seconds Ago"
217,"ST_MUM_HPSC_0075","Om Siddhivinayak CHSL","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0075","866082076630640","5754111158642","2025-09-26","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:08","-27 Seconds Ago"
218,"ST-DELHI-HPSC-056","HPSC_ GGN SECTOR 10 GGN_1","Delhi","Delhi","Delhi","ST-DELHI-HPSC-056","867950079195366","5754111171182","2025-10-08","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:09","-28 Seconds Ago"
219,"ST_MUM_HPSC_0079","Faizan Masjid","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0079","867950079194427","5754111158632","2025-09-23","0, 0, 0, 0","53.00","0","51","2026-04-21 15:57:25","-44 Seconds Ago"
220,"ST-DELHI-HPSC-003","HPSC_Khandsa_Sector 37","Delhi","Delhi","Delhi","ST-DELHI-HPSC-003","866082076650416","5754111171229","2025-10-08","100AH, 0, 0, 0","53.00","0","51","2026-04-21 15:57:13","-32 Seconds Ago"
221,"ST_MUM_HPSC_0101","Bhoir house Panvel","Mumbai","Mumbai","MUMBAI","ST_MUM_HPSC_0101","866082076631119","5754111158664","2025-09-24","0, 0, 0, 0","54.00","0","59","2026-04-21 15:57:43","-62 Seconds Ago"
