Name,Id,Building Type,Description,Created from,Last modified from,Building ID,Wired Status,Building Name,"Building Lat, Long",City,State,Pin Code,Sector/Locality,In Building Wiring mtr,IBW   mtr.,IBW Solution,No. of towers at the Society,No. of tower,No. of Floor/Tower,No.of Shaft,Total No.of Flats on each Floor,Total No of flat Each Tower,Common Basement,Existing hume pipe/Duct,Cable tray length,Common area,Total Home pass,Authority,Contact Person,Contact Number,Other Operator,Other information,CreatedDate,ModifiedDate,CreatedUser,ModifiedUser
a190bfdd-6372-4270-9b86-b6c6c8fb376e,d3879fca-a628-460a-961a-187986df78c6,residential,,Mobile,Mobile,ram krishnaa,,ram krishna,"{""type"":""Point"",""coordinates"":[80.32972710000001,26.481651900000028]}",,UTTAR PRADESH,208001,chunniganj,na,2,,9,9,6.0,9.0,4.0,36.0,na,,2.0,,2.0,ana,jatin,9450336786,na,na,07/10/2025 13:55:34,07/10/2025 13:55:34,amaan_st,amaan_st
f5cd67c4-57f0-430f-bbac-aaa192eba064,99adb6ca-e904-48a3-8347-14c9e4ce7e1a,residential,,Mobile,Mobile,imperial residency,,inperial residency,"{""type"":""Point"",""coordinates"":[80.3260419,26.484036400000004]}",amaan_st,UTTAR PRADESH,208002,na,na,2,,4,4,24.0,4.0,24.0,24.0,na,,2.0,,2.0,na,santosh,9389101074,na,na,07/08/2025 13:30:48,07/08/2025 13:30:48,amaan_st,amaan_st
449fef53-be82-4185-9fed-49673dfde279,7aa395a9-f306-4a75-abc3-29dc927ddcd8,residential,,Mobile,Mobile,anand palace,,anand palace,"{""type"":""Point"",""coordinates"":[80.32566559999998,26.484821899999993]}",amaan_st,UTTAR PRADESH,208002,khalasi line,na,2,,5,5,7.0,4.0,4.0,21.0,na,,2.0,,2.0,na,areeb,9335400219,na,na,07/08/2025 13:30:35,07/08/2025 13:30:35,amaan_st,amaan_st
1fbb72f6-91df-4663-a7ba-bdedafa1b361,abe5942d-5934-4d85-81d1-1a6cb5fa4d58,residential,,Mobile,Mobile,na,,Shravan Apartment,"{""type"":""Point"",""coordinates"":[80.88887,26.7843267]}",,UTTAR PRADESH,226012,hind nagar,200,2000,,3,3,4.0,1.0,4.0,4.0,yes,,500.0,,126.0,lda,Rajat chauhan,9455211475,na,meeting schedule next week with AE,07/07/2025 12:41:10,07/07/2025 12:41:10,dipanshu_st,dipanshu_st
2850c5de-3a48-4f25-9ea3-1f39f202bda1,25c6bd5a-29d3-454d-9beb-971b0c021766,residential,,Mobile,Mobile,anand aishwarya,,anand aishwarya,"{""type"":""Point"",""coordinates"":[80.3399516,26.48110210000001]}",amaan_st,UTTAR PRADESH,208001,gwaltoli civil lines,na,2,,9,9,4.0,9.0,4.0,22.0,nahi,,0.0,,2.0,na,sami,7081271540,na,na,07/04/2025 13:33:40,07/04/2025 13:33:40,amaan_st,amaan_st
6020403f-c987-47d5-b0db-b90a76470f29,b8a110f9-028a-4910-b5d6-615441d86e2f,residential,,Mobile,Mobile,padam apartment,,padam aparmant,"{""type"":""Point"",""coordinates"":[80.3582989,26.4759838]}",amaan_st,UTTAR PRADESH,208001,civil lines,na,222,,9,9,7.0,9.0,3.0,21.0,na,,0.0,,1.0,na,mheshwari prasad,9236952085,na,na,07/03/2025 09:01:07,07/03/2025 09:01:07,amaan_st,amaan_st
7c74f78d-f72a-4476-9b0d-12b9cf14c9fe,137cc87b-08c7-435a-9fea-f1a7a39e65e7,residential,,Mobile,Mobile,tanay apartment,,tanay apartment,"{""type"":""Point"",""coordinates"":[80.36025259999997,26.474274000000012]}",,UTTAR PRADESH,208001,civil lines,na,22,,14,14,12.0,14.0,4.0,56.0,ma,,21.0,,1.0,na,ananad shahab,9450336786,na,na,07/03/2025 09:00:54,07/03/2025 09:00:54,amaan_st,amaan_st
0f745e8c-73b5-4a5b-9a7f-9d058cec5fe3,29e5af1c-bc33-45cd-b4b6-ba10d073cccf,residential,,Mobile,Mobile,na,,anand ashwarya,"{""type"":""Point"",""coordinates"":[80.3398339,26.4810772]}",amaan_st,UTTAR PRADESH,208001,civil lines,2000,500,,10,10,250.0,10.0,2.0,50.0,yes,,400.0,,2.0,na,omkar katiyar,8471015312,no,no,07/02/2025 04:24:09,07/02/2025 04:24:09,amaan_st,amaan_st
769c932a-86e5-405b-9fa4-d88b4cece3f0,b293c264-0d64-4607-91fd-94652bf98414,residential,,Mobile,Mobile,UP EAST,,empire state,"{""type"":""Point"",""coordinates"":[80.3458814,26.47658640000001]}",amaan_st,UTTAR PRADESH,208001,civil lines,yes,256,,2,2,7.0,2.0,400.0,200.0,na,,12.0,,2.0,na,aqdas,9936837499,na,na,07/02/2025 04:23:37,07/02/2025 04:23:37,amaan_st,amaan_st
e8d70484-2e42-42d1-bf5f-a47ef43eca7c,df985b9e-d373-47b1-98e4-b9fe43c16293,Residential,,Mobile,Mobile,na,,Bharnee Apartment,"{""type"":""Point"",""coordinates"":[80.9032583,26.775656599999998]}",,UTTAR PRADESH,226012,sec O mansarovar,1000,500,,5,5,6.0,1.0,2.0,12.0,yes,,20.0,,60.0,LDA,sunil kumar,7081101369,na,,07/01/2025 12:54:57,07/01/2025 12:54:57,dipanshu_st,dipanshu_st
4e6fd25a-14e1-44b3-8ec6-7753712557c2,9cab5367-f2ca-4ec6-875d-b1ca379e0fd1,Institute,,Mobile,Mobile,STS-UPE-IBS-001,,Goel Institute Of Technology and Management,"{""type"":""Point"",""coordinates"":[81.0825705,26.8947159]}",sandeep_st,UTTAR PRADESH,226010,Uttardhauna,2000,2000,,6,6,5.0,0.0,0.0,0.0,,,0.0,,6.0,Admin,Mr.Dileep,7307059196,Local ISP,,07/01/2025 10:49:14,07/01/2025 10:49:14,sandeep_st,sandeep_st
2e0c1819-0628-4b1b-9ee6-2cf29a07b693,dca25be7-5047-4971-b9f9-5cda895fcd21,Residential,,Mobile,Mobile,,,Omaxe Grand,"{""type"":""Point"",""coordinates"":[80.9979052,26.8106178]}",sandeep_st,UTTAR PRADESH,226030,Arjunganj,5000,5000,,10,10,24.0,4.0,5.0,120.0,Yes,,100.0,,1200.0,Omaxe Limited,Dileep Kumar Singh,9935092306,,,07/01/2025 10:48:50,07/01/2025 10:48:50,sandeep_st,sandeep_st
fd531365-019a-466a-8ce4-263e3ed78461,4333fa39-d392-4729-968d-59784d7c2577,residential,,Mobile,Mobile,,,,"{""type"":""Point"",""coordinates"":[80.9934867,26.783126699999993]}",,UTTAR PRADESH,226030,,500,200,,13,1310,,3.0,4.0,58.0,yes,,,,,Levana group,B C Majumdar,9415329497,jio,,07/01/2025 05:44:34,07/01/2025 05:44:34,dipanshu_st,dipanshu_st
c7f1b6d4-e63f-40a6-b609-3c7377ac31fb,92ffffea-20fe-482d-b925-91a62694a438,commcial,,Mobile,Mobile,,,Goel Group of Institutions,"{""type"":""Point"",""coordinates"":[81.08260150000001,26.894722299999994]}",,UTTAR PRADESH,226010,ayodhya road near Indra canal,3000,2000,,6,6,4.0,1.0,,,,,,,,,Dileep,7307059196,na,,07/01/2025 05:44:10,07/01/2025 05:44:10,dipanshu_st,dipanshu_st
35738337-d75d-49f3-a1fd-0a594535e6d3,b4d88eb2-4e80-414d-bf93-cc3bee87e2c2,Residential,,Mobile,Mobile,,,Omaxe Grand,"{""type"":""Point"",""coordinates"":[80.99823000000009,26.810558400000023]}",dipanshu_st,UTTAR PRADESH,226030,Arjunganj Gomtinagar extension,5000,3000,,10,10,19.0,4.0,1000.0,,yes,,300.0,,,omaxe limited,Dileep Kumar Singh,9935092306,na,p,07/01/2025 05:43:40,07/01/2025 05:43:40,dipanshu_st,dipanshu_st
6f8db45b-7f06-4295-8eb5-35654dfa4824,88f22706-56bf-44ab-99bc-3f86e792cd78,residential,,Mobile,Mobile,na,,Celebrity greens,"{""type"":""Point"",""coordinates"":[80.9940533,26.78078]}",,UTTAR PRADESH,226030,,500,1000,,7,7,4.0,1.0,4.0,56.0,yes,,100.0,,700.0,rishita,rajesh,9621777718,,,07/01/2025 05:43:13,07/01/2025 05:43:13,dipanshu_st,dipanshu_st
e3353882-6bb3-4808-8ab2-08c66eec2372,9f891506-2fe9-4dd0-9ead-b7c486ed9bb3,residential,,Mobile,Mobile,na,,Celebrity green,"{""type"":""Point"",""coordinates"":[80.99338820000003,26.780733099999985]}",,UTTAR PRADESH,226030,golf city,yes,200,,7,7,,1.0,4.0,4.0,yes,,100.0,,400.0,Rishita,rajesh,9621777718,,,07/01/2025 05:42:47,07/01/2025 05:42:47,dipanshu_st,dipanshu_st
be2e8834-73bc-482e-bb23-6fe5a83b0ace,98815df5-830e-4fbc-a59a-368e0221e9f6,Residential,,Mobile,Mobile,na,,Sunrise Apartment,"{""type"":""Point"",""coordinates"":[80.9146741,26.7734002]}",,UTTAR PRADESH,226012,Sec P kanpur road,2000,200,,10,10,8.0,1.0,4.0,4.0,yes,,200.0,,320.0,Sun rise society,Prabhat chandra agarwal,9935520029,act,,07/01/2025 05:42:02,07/01/2025 05:42:02,dipanshu_st,dipanshu_st
b0cd23dd-f262-4f4a-8e94-3d38f1f9c02e,621ec743-c6bb-4718-8f20-8e2308d3bca8,Residential,,Mobile,Mobile,na,,Ashlesha LDA,"{""type"":""Point"",""coordinates"":[80.907445,26.773964999999993]}",,UTTAR PRADESH,226012,mansarovar,2000,200,,6,6,7.0,2.0,4.0,30.0,yes,,500.0,,180.0,LDA,sunil kumar yadav,7081101369,,,07/01/2025 05:41:21,07/01/2025 05:41:21,dipanshu_st,dipanshu_st
e45d708f-fe3c-4909-bda2-8a783d96002a,a6e6d97b-4c9b-4a71-9293-08d43eb4aeba,Residential,,Mobile,Mobile,STS-UPE-FTTH-005,,Celebrity Garden,"{""type"":""Point"",""coordinates"":[80.9936509,26.7833786]}",sandeep_st,UTTAR PRADESH,226030,Sushant Golf City,3000,3000,,13,13,12.0,2.0,4.0,60.0,No,,0.0,,780.0,RWA,BC Majumdar,9415329497,Jolly Broadband,,07/01/2025 05:39:21,07/01/2025 05:39:21,sandeep_st,sandeep_st
f2c77418-b929-4a8f-9444-ba3296c47613,f5adfd50-0d46-4690-8917-1dc65d386c22,Residential,,Mobile,Mobile,STS-UPE-FTTH-004,,Dayal Residency,"{""type"":""Point"",""coordinates"":[81.0512239,26.8870311]}",sandeep_st,UTTAR PRADESH,226028,,2000,2000,,4,4,8.0,2.0,8.0,64.0,No,,,,256.0,RWA,Jaswant Chouhan,9648636421,Excitel,,07/01/2025 05:38:40,07/01/2025 05:38:40,sandeep_st,sandeep_st
21441253-3045-438d-b379-09ec4e076f5b,79fb6c88-3799-4cb6-a691-dbf38e76d695,Residential,,Mobile,Mobile,STS-UPE-FTTH-006,,Celebrity Green,"{""type"":""Point"",""coordinates"":[80.9937271,26.7807486]}",sandeep_st,UTTAR PRADESH,226030,Sushant Golf City,1500,1500,,7,7,16.0,2.0,4.0,64.0,Yes,,100.0,,448.0,RWA,Abhishek Gupta,9696699405,Jolly Broadband,,07/01/2025 05:38:22,07/01/2025 05:38:22,sandeep_st,sandeep_st
86180368-1982-42df-897e-48624c8cd4f1,11e921aa-68e9-494a-ad33-3c94f6807826,Residential,,Mobile,Mobile,STS-UPE-FTTH-006,,Celebrity Green,"{""type"":""Point"",""coordinates"":[80.994037,26.780916]}",sandeep_st,UTTAR PRADESH,226030,Sushant Golf City,2000,2000,,7,7,16.0,4.0,4.0,64.0,Yes,,200.0,,448.0,RWA,Rajesh Kumar,9621777718,,,07/01/2025 05:37:38,07/01/2025 05:37:38,sandeep_st,sandeep_st
f1d9e7d6-7907-4f69-976d-19fd90f76422,1d0c5f3d-907f-4344-b7d9-5413b3f2f1e2,Residential,,Mobile,Mobile,STS-UPE-FTTH-007,,Rishita Mulberry Heights,"{""type"":""Point"",""coordinates"":[81.0070401,26.7827647]}",sandeep_st,UTTAR PRADESH,226030,Sushant Golf City,4000,4000,,16,16,14.0,2.0,6.0,84.0,Yes,,400.0,,1344.0,Builder,Mr.Nasir,9792000368,Jolly Broadband,,07/01/2025 05:37:17,07/01/2025 05:37:17,sandeep_st,sandeep_st
11c9a1f0-6a5c-40bc-b1f8-9b9eb7c846aa,4d2d9579-277c-4b0a-a13b-f00535d7027d,flats,,Mobile,Mobile,ACTIO AREA IIB,,anandavilla,"{""type"":""Point"",""coordinates"":[88.4759901,22.6139287]}",badhan_st,WEST BENGAL,700135,Newtown,18,18,,1,1,4.0,,4.0,1.0,yes,,,,,,tridip dutta,918240222681,none,they will discuss within themself,06/10/2025 10:52:23,06/10/2025 10:52:23,badhan_st,badhan_st
835f3d14-3ddc-48fa-8a77-af1c1a35f320,5f08b2d3-c01c-4b4a-a480-c96849a81b84,Residential,,Mobile,Mobile,M2K Victorys so,,M2K Victoria's,"{""type"":""Point"",""coordinates"":[77.1773564,28.7065344]}",,DELHI,110009,Delhi,1500,500,,6,6,18.0,1.0,4.0,338.0,yes,,50.0,,,,,9910307741,2,,06/10/2025 08:46:09,06/10/2025 08:46:09,mithlesh_st,mithlesh_st
51a5cbf3-5daa-4457-b6bf-f05cc668d7b9,12eefb1a-b10d-4a72-baf7-581905990884,g floor building,,Mobile,Mobile,KO0229,,police cantonment,"{""type"":""Point"",""coordinates"":[88.3631631,22.7556965]}",badhan_st,WEST BENGAL,700120,Kolkata,5mtr,8,,4,4,1.0,1.0,1.0,1.0,yes,,,,,,Police cantonment,0,no,Central Government property,05/27/2025 05:57:59,05/27/2025 05:57:59,badhan_st,badhan_st
aa90f869-04f9-4790-9afb-e5ac48e26ae4,352ac27f-9a53-4857-aba5-4bfd52eb52f9,residential,,Mobile,Mobile,R786,,No,"{""type"":""Point"",""coordinates"":[88.3850325,22.6028957]}",badhan_st,WEST BENGAL,700037,Belgachia,NO,12,,10,10,4.0,1.0,3.0,12.0,yes,,,,,,,0,no,"Local issue, local people got angry and destroyed previous installed jio tower",05/26/2025 07:26:46,05/26/2025 07:26:46,badhan_st,badhan_st
c6fcb7b3-aa43-4a07-b9d8-e4315f9d5765,96c67099-546c-439e-ad41-8e034266de42,For Airtel no buildings,,Mobile,Mobile,Q155,,GBT required and site to be installed in road with taking government permission,"{""type"":""Point"",""coordinates"":[88.4121816,22.5557603]}",badhan_st,WEST BENGAL,700105,Kolkata,no,0,,2,2,,,,,,,,,,,,0,Nil,"very less building, only g building available,",05/23/2025 08:34:46,05/23/2025 08:34:46,badhan_st,badhan_st
d80d9112-66c6-41a7-a78e-3f6665aaf51a,bac3fa4a-0bef-487c-ba19-9af65950d041,complex,,Mobile,Mobile,t553,,sanjeeva complex,"{""type"":""Point"",""coordinates"":[88.4638943,22.5639377]}",badhan_st,WEST BENGAL,700105,Kolkata,8,8,,10,10,1.0,1.0,1.0,1.0,no,,,,4.0,sanjeeva,sanjeevtownwelfareassociation@gmail.com,0,no,no,05/22/2025 09:44:26,05/22/2025 09:44:26,badhan_st,badhan_st
adad661c-a64c-4dc1-aae2-55cc7c8859d3,2b33fd3f-9d0d-4f0f-b71f-b34ec4ec5023,government quarters,,Mobile,Mobile,g+3,,Genral pool quater,"{""type"":""Point"",""coordinates"":[88.4168865,22.569674]}",badhan_st,WEST BENGAL,700098,sector v,16,16,,10,1,4.0,,8.0,24.0,yes,,0.0,,,government,government,0,nil,quaters are under government,05/21/2025 11:53:12,05/21/2025 11:53:12,badhan_st,badhan_st
5a3eb63b-b93c-4bde-9f05-0d32d8b68e90,2894f495-151f-4305-a5de-e6802c9f4454,government,,Mobile,Mobile,KO0200,,defence,"{""type"":""Point"",""coordinates"":[88.3605026,22.8042439]}",badhan_st,WEST BENGAL,743144,Kolkata,,0,,0,0,1.0,1.0,1.0,1.0,,,,,,government,RK singh,2714,no,letter hardcopy submitted,05/16/2025 06:21:48,05/16/2025 06:21:48,badhan_st,badhan_st
